ID Caso;Código DANE de Municipio;Municipio;Departamento;Año;Mes;Día;ID Persona;Sexo;Etnia;Ocupación;Calidad de la Víctima o la Baja;Tipo de Población Vulnerable;Militante Político;Fuerza o Grupo Armado Organizado al que Pertenece el Combatiente;Descripción Fuerza o Grupo Armado Organizado al que Pertenece el Combatiente;Situación Actual de la Víctima;Edad;Latitud;Longitud
363834;27245;EL CARMEN DE ATRATO;CHOCO;2000;01;01;405268;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADOLESCENCIA (12-17 AÑOS);5,899751361;-76,14222986
363835;19455;MIRANDA;CAUCA;2000;01;01;405269;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADOLESCENCIA (12-17 AÑOS);3,253095405;-76,22886987
363836;54810;TIBU;NORTE DE SANTANDER;2000;01;01;405270;HOMBRE;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADULTEZ (29-59 AÑOS);8,639548853;-72,73591863
363837;05873;VIGIA DEL FUERTE;ANTIOQUIA;2000;01;01;405271;MUJER;NEGRO(A), MULATO(A), AFRODESCENDIENTE, AFROCOLOMBIANO(A);SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;INFANCIA (6-11 AÑOS);6,588119845;-76,89618698
363838;00000;SIN INFORMACION;SIN INFORMACION;2000;01;01;405272;HOMBRE;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADULTEZ (29-59 AÑOS);4;-72
363839;19110;BUENOS AIRES;CAUCA;2000;01;01;405273;MUJER;NEGRO(A), MULATO(A), AFRODESCENDIENTE, AFROCOLOMBIANO(A);SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;JUVENTUD (18-28 AÑOS);3,01542683;-76,64228059
363840;27430;MEDIO BAUDO;CHOCO;2000;01;01;405274;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADOLESCENCIA (12-17 AÑOS);5,193563954;-76,94960604
363841;19110;BUENOS AIRES;CAUCA;2000;01;01;405275;MUJER;NEGRO(A), MULATO(A), AFRODESCENDIENTE, AFROCOLOMBIANO(A);SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;JUVENTUD (18-28 AÑOS);3,01542683;-76,64228059
363842;44430;MAICAO;LA GUAJIRA;2000;01;02;405276;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADULTEZ (29-59 AÑOS);11,37832678;-72,24190502
363844;00000;SIN INFORMACION;SIN INFORMACION;2000;01;02;405278;MUJER;NEGRO(A), MULATO(A), AFRODESCENDIENTE, AFROCOLOMBIANO(A);SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADOLESCENCIA (12-17 AÑOS);4;-72
363845;27001;QUIBDO;CHOCO;2000;01;03;405279;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADULTEZ (29-59 AÑOS);5,692195187;-76,62596936
363846;47170;CHIVOLO;MAGDALENA;2000;01;04;405280;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADULTEZ (29-59 AÑOS);10,02684116;-74,62313794
363847;66572;PUEBLO RICO;RISARALDA;2000;01;04;405281;MUJER;NEGRO(A), MULATO(A), AFRODESCENDIENTE, AFROCOLOMBIANO(A);SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADULTEZ (29-59 AÑOS);5,221912104;-76,03066815
363848;86865;VALLE DEL GUAMUEZ;PUTUMAYO;2000;01;04;405282;HOMBRE;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADULTEZ (29-59 AÑOS);0,423904093;-76,9059688
363850;86865;VALLE DEL GUAMUEZ;PUTUMAYO;2000;01;05;405284;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADOLESCENCIA (12-17 AÑOS);0,423904093;-76,9059688
363851;18001;FLORENCIA;CAQUETA;2000;01;05;405285;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADOLESCENCIA (12-17 AÑOS);1,61792293;-75,60856043
363852;13433;MAHATES;BOLIVAR;2000;01;05;405286;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADULTEZ (29-59 AÑOS);10,23325452;-75,19133659
363853;19585;PURACE;CAUCA;2000;01;05;405287;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;JUVENTUD (18-28 AÑOS);2,342644047;-76,49563894
363854;47551;PIVIJAY;MAGDALENA;2000;01;06;405288;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADULTEZ (29-59 AÑOS);10,46069324;-74,61351795
363855;05425;MACEO;ANTIOQUIA;2000;01;06;405289;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;JUVENTUD (18-28 AÑOS);6,552116913;-74,78716148
363856;47460;NUEVA GRANADA;MAGDALENA;2000;01;06;405290;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADOLESCENCIA (12-17 AÑOS);9,801547971;-74,39223564
363857;13894;ZAMBRANO;BOLIVAR;2000;01;06;405291;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADOLESCENCIA (12-17 AÑOS);9,7469139;-74,8138396
363858;86568;PUERTO ASIS;PUTUMAYO;2000;01;07;405292;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADOLESCENCIA (12-17 AÑOS);0,505046722;-76,49727285
363859;05055;ARGELIA;ANTIOQUIA;2000;01;07;405293;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADOLESCENCIA (12-17 AÑOS);5,730671879;-75,14174146
363860;70235;GALERAS;SUCRE;2000;01;07;405294;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADOLESCENCIA (12-17 AÑOS);9,159672619;-75,04942002
363861;76520;PALMIRA;VALLE DEL CAUCA;2000;01;08;405295;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADOLESCENCIA (12-17 AÑOS);3,532349153;-76,29858255
363862;76520;PALMIRA;VALLE DEL CAUCA;2000;01;08;405296;HOMBRE;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;;3,532349153;-76,29858255
363863;76520;PALMIRA;VALLE DEL CAUCA;2000;01;08;405297;HOMBRE;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;;3,532349153;-76,29858255
363864;86865;VALLE DEL GUAMUEZ;PUTUMAYO;2000;01;08;405298;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADULTEZ (29-59 AÑOS);0,423904093;-76,9059688
363866;13244;EL CARMEN DE BOLIVAR;BOLIVAR;2000;01;09;405300;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADOLESCENCIA (12-17 AÑOS);9,718579865;-75,12121573
363867;13442;MARIA LA BAJA;BOLIVAR;2000;01;10;405301;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADULTEZ (29-59 AÑOS);9,982645517;-75,30075935
363868;13894;ZAMBRANO;BOLIVAR;2000;01;10;405302;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;JUVENTUD (18-28 AÑOS);9,7469139;-74,8138396
363869;47288;FUNDACION;MAGDALENA;2000;01;10;405303;HOMBRE;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADULTEZ (29-59 AÑOS);10,5140924;-74,19134346
363870;47053;ARACATACA;MAGDALENA;2000;01;10;405304;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;JUVENTUD (18-28 AÑOS);10,58980001;-74,18676284
363871;05055;ARGELIA;ANTIOQUIA;2000;01;11;405305;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADOLESCENCIA (12-17 AÑOS);5,730671879;-75,14174146
363872;05649;SAN CARLOS;ANTIOQUIA;2000;01;13;405306;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;JUVENTUD (18-28 AÑOS);6,187991569;-74,98795256
363873;27006;ACANDI;CHOCO;2000;01;14;405307;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADOLESCENCIA (12-17 AÑOS);8,511405952;-77,28009788
363874;47030;ALGARROBO;MAGDALENA;2000;01;14;405308;HOMBRE;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADOLESCENCIA (12-17 AÑOS);10,18803886;-74,06113245
363875;05055;ARGELIA;ANTIOQUIA;2000;01;15;405309;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;JUVENTUD (18-28 AÑOS);5,730671879;-75,14174146
363876;54800;TEORAMA;NORTE DE SANTANDER;2000;01;15;405310;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADULTEZ (29-59 AÑOS);8,436377338;-73,28740929
363877;13244;EL CARMEN DE BOLIVAR;BOLIVAR;2000;01;15;405311;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;JUVENTUD (18-28 AÑOS);9,718579865;-75,12121573
363878;20001;VALLEDUPAR;CESAR;2000;01;15;405312;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADULTEZ (29-59 AÑOS);10,46048122;-73,25938931
363879;47053;ARACATACA;MAGDALENA;2000;01;15;405313;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADULTEZ (29-59 AÑOS);10,58980001;-74,18676284
363880;47189;CIENAGA;MAGDALENA;2000;01;15;405314;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADULTEZ (29-59 AÑOS);11,00665688;-74,24128616
363881;13244;EL CARMEN DE BOLIVAR;BOLIVAR;2000;01;16;405315;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADULTEZ (29-59 AÑOS);9,718579865;-75,12121573
363882;13244;EL CARMEN DE BOLIVAR;BOLIVAR;2000;01;16;405316;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;JUVENTUD (18-28 AÑOS);9,718579865;-75,12121573
363883;18150;CARTAGENA DEL CHAIRA;CAQUETA;2000;01;16;405317;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADOLESCENCIA (12-17 AÑOS);1,335134955;-74,84719837
363884;86865;VALLE DEL GUAMUEZ;PUTUMAYO;2000;01;16;405318;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADOLESCENCIA (12-17 AÑOS);0,423904093;-76,9059688
363885;15720;SATIVANORTE;BOYACA;2000;01;17;405319;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADOLESCENCIA (12-17 AÑOS);6,131136111;-72,70845816
363887;05001;MEDELLIN;ANTIOQUIA;2000;01;18;405321;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADULTEZ (29-59 AÑOS);6,246715564;-75,58171333
363888;13244;EL CARMEN DE BOLIVAR;BOLIVAR;2000;01;18;405322;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;INFANCIA (6-11 AÑOS);9,718579865;-75,12121573
363889;47551;PIVIJAY;MAGDALENA;2000;01;18;405323;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADULTEZ (29-59 AÑOS);10,46069324;-74,61351795
363890;13244;EL CARMEN DE BOLIVAR;BOLIVAR;2000;01;18;405324;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;INFANCIA (6-11 AÑOS);9,718579865;-75,12121573
363891;47551;PIVIJAY;MAGDALENA;2000;01;18;405325;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADULTEZ (29-59 AÑOS);10,46069324;-74,61351795
363892;47001;SANTA MARTA;MAGDALENA;2000;01;19;405326;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;JUVENTUD (18-28 AÑOS);11,2294335;-74,19089412
363893;68190;CIMITARRA;SANTANDER;2000;01;20;405327;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADOLESCENCIA (12-17 AÑOS);6,320681868;-73,95258212
363894;52835;SAN ANDRES DE TUMACO;NARIÑO;2000;01;20;405328;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;JUVENTUD (18-28 AÑOS);1,80711725;-78,76385415
363895;18756;SOLANO;CAQUETA;2000;01;20;405329;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;PRIMERA INFANCIA (0-5 AÑOS);0,698977525;-75,25370431
363896;18029;ALBANIA;CAQUETA;2000;01;20;405330;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADOLESCENCIA (12-17 AÑOS);1,328522088;-75,87837054
363897;05837;TURBO;ANTIOQUIA;2000;01;20;405331;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADOLESCENCIA (12-17 AÑOS);8,089116411;-76,72915844
363898;47555;PLATO;MAGDALENA;2000;01;20;405332;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADULTEZ (29-59 AÑOS);9,796769868;-74,78468286
363899;47551;PIVIJAY;MAGDALENA;2000;01;20;405333;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADULTEZ (29-59 AÑOS);10,46069324;-74,61351795
363900;13244;EL CARMEN DE BOLIVAR;BOLIVAR;2000;01;20;405334;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADULTEZ (29-59 AÑOS);9,718579865;-75,12121573
363901;47551;PIVIJAY;MAGDALENA;2000;01;20;405335;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADULTEZ (29-59 AÑOS);10,46069324;-74,61351795
363902;05237;DONMATIAS;ANTIOQUIA;2000;01;21;405336;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADOLESCENCIA (12-17 AÑOS);6,484469957;-75,39272406
363903;68162;CERRITO;SANTANDER;2000;01;21;405337;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADOLESCENCIA (12-17 AÑOS);6,844243582;-72,69234535
363904;73236;DOLORES;TOLIMA;2000;01;21;405338;HOMBRE;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADULTEZ (29-59 AÑOS);3,539036003;-74,89684475
363905;54810;TIBU;NORTE DE SANTANDER;2000;01;22;405339;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADOLESCENCIA (12-17 AÑOS);8,639548853;-72,73591863
363906;86320;ORITO;PUTUMAYO;2000;01;22;405340;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;INFANCIA (6-11 AÑOS);0,663816899;-76,87302769
363907;76233;DAGUA;VALLE DEL CAUCA;2000;01;23;405341;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;;3,657308485;-76,68887101
363908;20250;EL PASO;CESAR;2000;01;23;405342;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;JUVENTUD (18-28 AÑOS);9,668470391;-73,74178848
363909;47001;SANTA MARTA;MAGDALENA;2000;01;23;405343;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;INFANCIA (6-11 AÑOS);11,2294335;-74,19089412
363910;52685;SAN BERNARDO;NARIÑO;2000;01;24;405344;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;JUVENTUD (18-28 AÑOS);1,514253666;-77,04740277
363911;54498;OCANA;NORTE DE SANTANDER;2000;01;25;405345;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADULTEZ (29-59 AÑOS);8,247453792;-73,3558144
363912;13244;EL CARMEN DE BOLIVAR;BOLIVAR;2000;01;25;405346;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;JUVENTUD (18-28 AÑOS);9,718579865;-75,12121573
363913;23807;TIERRALTA;CORDOBA;2000;01;25;405347;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADOLESCENCIA (12-17 AÑOS);8,170378684;-76,05969659
363914;66572;PUEBLO RICO;RISARALDA;2000;01;26;405348;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;INFANCIA (6-11 AÑOS);5,221912104;-76,03066815
363915;54344;HACARI;NORTE DE SANTANDER;2000;01;26;405349;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADULTEZ (29-59 AÑOS);8,321714562;-73,14597535
363916;47030;ALGARROBO;MAGDALENA;2000;01;26;405350;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;INFANCIA (6-11 AÑOS);10,18803886;-74,06113245
363917;20032;ASTREA;CESAR;2000;01;28;405351;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;JUVENTUD (18-28 AÑOS);9,498161108;-73,9758638
363918;20032;ASTREA;CESAR;2000;01;28;405352;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADOLESCENCIA (12-17 AÑOS);9,498161108;-73,9758638
363919;47189;CIENAGA;MAGDALENA;2000;01;29;405353;HOMBRE;;SIN INFORMACIÓN;CIVIL;;;;;MUERTA;JUVENTUD (18-28 AÑOS);11,00665688;-74,24128616
363920;81065;ARAUQUITA;ARAUCA;2000;01;23;405354;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;;7,026981415;-71,42675118
363920;81065;ARAUQUITA;ARAUCA;2000;01;23;405355;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;;7,026981415;-71,42675118
363922;05045;APARTADO;ANTIOQUIA;2000;01;30;405356;MUJER;NEGRO(A), MULATO(A), AFRODESCENDIENTE, AFROCOLOMBIANO(A);SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;JUVENTUD (18-28 AÑOS);7,883417406;-76,62596065
363923;76111;GUADALAJARA DE BUGA;VALLE DEL CAUCA;2000;02;00;405357;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;VIVA;ADOLESCENCIA (12-17 AÑOS);3,900823544;-76,29896113
363924;05847;URRAO;ANTIOQUIA;2000;02;01;405358;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;JUVENTUD (18-28 AÑOS);6,317319591;-76,13394867
363925;86865;VALLE DEL GUAMUEZ;PUTUMAYO;2000;02;01;405359;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADOLESCENCIA (12-17 AÑOS);0,423904093;-76,9059688
363926;85162;MONTERREY;CASANARE;2000;02;01;405360;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;JUVENTUD (18-28 AÑOS);4,876845436;-72,89503614
363927;54810;TIBU;NORTE DE SANTANDER;2000;02;01;405361;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADULTEZ (29-59 AÑOS);8,639548853;-72,73591863
363928;18094;BELEN DE LOS ANDAQUIES;CAQUETA;2000;02;01;405362;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;JUVENTUD (18-28 AÑOS);1,415786446;-75,87247395
363929;81736;SARAVENA;ARAUCA;2000;02;01;405363;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADULTEZ (29-59 AÑOS);6,95385957;-71,87233343
363930;25290;FUSAGASUGA;CUNDINAMARCA;2000;02;01;405364;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADULTEZ (29-59 AÑOS);4,338480851;-74,36633393
363931;19110;BUENOS AIRES;CAUCA;2000;02;01;405365;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;JUVENTUD (18-28 AÑOS);3,01542683;-76,64228059
363932;20001;VALLEDUPAR;CESAR;2000;02;01;405366;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADOLESCENCIA (12-17 AÑOS);10,46048122;-73,25938931
363933;05674;SAN VICENTE FERRER;ANTIOQUIA;2000;02;01;405367;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;INFANCIA (6-11 AÑOS);6,282155852;-75,33261381
363934;05490;NECOCLI;ANTIOQUIA;2000;02;01;405368;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADULTEZ (29-59 AÑOS);8,426135984;-76,7845745
363935;47001;SANTA MARTA;MAGDALENA;2000;02;01;405369;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADULTEZ (29-59 AÑOS);11,2294335;-74,19089412
363936;18150;CARTAGENA DEL CHAIRA;CAQUETA;2000;02;01;405370;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADULTEZ (29-59 AÑOS);1,335134955;-74,84719837
363937;76520;PALMIRA;VALLE DEL CAUCA;2000;02;03;405371;HOMBRE;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;;3,532349153;-76,29858255
363938;76520;PALMIRA;VALLE DEL CAUCA;2000;02;03;405372;HOMBRE;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;;3,532349153;-76,29858255
363939;76520;PALMIRA;VALLE DEL CAUCA;2000;02;03;405373;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADOLESCENCIA (12-17 AÑOS);3,532349153;-76,29858255
363940;86865;VALLE DEL GUAMUEZ;PUTUMAYO;2000;02;03;405374;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;JUVENTUD (18-28 AÑOS);0,423904093;-76,9059688
363941;05045;APARTADO;ANTIOQUIA;2000;02;04;405375;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;INFANCIA (6-11 AÑOS);7,883417406;-76,62596065
363942;54520;PAMPLONITA;NORTE DE SANTANDER;2000;02;04;405376;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADOLESCENCIA (12-17 AÑOS);7,43674668;-72,63920376
363943;54520;PAMPLONITA;NORTE DE SANTANDER;2000;02;04;405377;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADULTEZ (29-59 AÑOS);7,43674668;-72,63920376
363944;52233;CUMBITARA;NARIÑO;2000;02;04;405378;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;INFANCIA (6-11 AÑOS);1,646845971;-77,57814673
363945;05376;LA CEJA;ANTIOQUIA;2000;02;04;405379;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADULTEZ (29-59 AÑOS);6,028055744;-75,42943089
363946;86865;VALLE DEL GUAMUEZ;PUTUMAYO;2000;02;05;405380;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;INFANCIA (6-11 AÑOS);0,423904093;-76,9059688
363947;13244;EL CARMEN DE BOLIVAR;BOLIVAR;2000;02;05;405381;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;JUVENTUD (18-28 AÑOS);9,718579865;-75,12121573
363948;86568;PUERTO ASIS;PUTUMAYO;2000;02;06;405382;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADOLESCENCIA (12-17 AÑOS);0,505046722;-76,49727285
363950;05045;APARTADO;ANTIOQUIA;2000;02;08;405384;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADOLESCENCIA (12-17 AÑOS);7,883417406;-76,62596065
363951;44430;MAICAO;LA GUAJIRA;2000;02;08;405385;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADULTEZ (29-59 AÑOS);11,37832678;-72,24190502
363952;05055;ARGELIA;ANTIOQUIA;2000;02;08;405386;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;JUVENTUD (18-28 AÑOS);5,730671879;-75,14174146
363953;05686;SANTA ROSA DE OSOS;ANTIOQUIA;2000;02;09;405387;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;JUVENTUD (18-28 AÑOS);6,643326001;-75,46074502
363954;05893;YONDO;ANTIOQUIA;2000;02;09;405388;HOMBRE;;TRABAJADOR DE FINCA;CIVIL;;;;;MUERTA;ADULTEZ (29-59 AÑOS);7,003940734;-73,91245795
363954;05893;YONDO;ANTIOQUIA;2000;02;09;405389;HOMBRE;;TRABAJADOR DE FINCA;CIVIL;;;;;MUERTA;;7,003940734;-73,91245795
363956;85139;MANI;CASANARE;2000;02;10;405390;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;JUVENTUD (18-28 AÑOS);4,81682686;-72,28139845
363957;05055;ARGELIA;ANTIOQUIA;2000;02;10;405391;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADOLESCENCIA (12-17 AÑOS);5,730671879;-75,14174146
363958;70233;EL ROBLE;SUCRE;2000;02;10;405392;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;JUVENTUD (18-28 AÑOS);9,099531847;-75,1988311
363959;47170;CHIVOLO;MAGDALENA;2000;02;10;405393;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADOLESCENCIA (12-17 AÑOS);10,02684116;-74,62313794
363960;44650;SAN JUAN DEL CESAR;LA GUAJIRA;2000;02;11;405394;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;JUVENTUD (18-28 AÑOS);10,76957868;-73,00059321
363961;20013;AGUSTIN CODAZZI;CESAR;2000;02;12;405395;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADULTEZ (29-59 AÑOS);10,04045799;-73,23839617
363962;13442;MARIA LA BAJA;BOLIVAR;2000;02;12;405396;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADOLESCENCIA (12-17 AÑOS);9,982645517;-75,30075935
363963;47001;SANTA MARTA;MAGDALENA;2000;02;12;405397;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;JUVENTUD (18-28 AÑOS);11,2294335;-74,19089412
363965;13140;CALAMAR;BOLIVAR;2000;02;13;405399;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;JUVENTUD (18-28 AÑOS);10,25196336;-74,91362928
363966;47053;ARACATACA;MAGDALENA;2000;02;14;405400;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADULTEZ (29-59 AÑOS);10,58980001;-74,18676284
363967;13244;EL CARMEN DE BOLIVAR;BOLIVAR;2000;02;14;405401;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADULTEZ (29-59 AÑOS);9,718579865;-75,12121573
363968;23675;SAN BERNARDO DEL VIENTO;CORDOBA;2000;02;15;405402;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADOLESCENCIA (12-17 AÑOS);9,352301989;-75,95474387
363969;05107;BRICENO;ANTIOQUIA;2000;02;15;405403;MUJER;;SIN INFORMACIÓN;CIVIL;;;;;DESCONOCIDA;ADULTEZ (29-59 AÑOS);7,114882947;-75,54813022
