ID_Caso,DANE,Municipio,Departamento,Anho,Mes,Dia,ID_Persona,Sexo,Ocupacion,Tipo_Victima,Estado,Edad,Latitud,Longitud
235240,17614,RIOSUCIO,CALDAS,1997,12,3,762455,HOMBRE,TRABAJO SIN ESPECIFICAR,CIVIL,MUERTA,,5.4236809131,-75.7020697129
251906,68615,RIONEGRO,SANTANDER,2001,6,10,762542,MUJER,CAMPESINO,CIVIL,MUERTA,ADULTEZ (29-59 AÑOS),7.2650104862,-73.1501469118
251906,68615,RIONEGRO,SANTANDER,2001,6,10,762747,MUJER,ESTUDIANTE,CIVIL,MUERTA,ADOLESCENCIA (12-17 AÑOS),7.2650104862,-73.1501469118
359921,47189,CIENAGA,MAGDALENA,1999,0,0,401355,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,,11.0066568813,-74.2412861592
359922,05079,BARBOSA,ANTIOQUIA,2004,8,14,762415,MUJER,ESTUDIANTE,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),6.4392268816,-75.3316442322
360078,05313,GRANADA,ANTIOQUIA,2002,0,0,401512,MUJER,SIN INFORMACIÓN,CIVIL,VIVA,ADOLESCENCIA (12-17 AÑOS),6.1428966666,-75.1844450829
360136,25290,FUSAGASUGA,CUNDINAMARCA,1985,3,5,401570,HOMBRE,SIN INFORMACIÓN,CIVIL,MUERTA,ADOLESCENCIA (12-17 AÑOS),4.3384808505,-74.3663339328
360330,19573,PUERTO TEJADA,CAUCA,1959,2,1,401764,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,,3.233294127,-76.4173077964
360331,41524,PALERMO,HUILA,1960,4,6,401765,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,INFANCIA (6-11 AÑOS),2.8884062358,-75.4337191172
360332,76497,OBANDO,VALLE DEL CAUCA,1960,8,23,401766,MUJER,SIN INFORMACIÓN,CIVIL,MUERTA,,4.575722705,-75.9746887339
360333,73861,VENADILLO,TOLIMA,1961,4,18,762955,HOMBRE,CAMPESINO,CIVIL,VIVA,,4.7179665935,-74.9291708546
360334,00000,SIN INFORMACION,SIN INFORMACION,1961,9,2,401768,SIN INFORMACION,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,,4.0,-72.0
360336,70215,COROZAL,SUCRE,1962,1,1,401770,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,,9.3191055712,-75.2931671674
360340,76001,CALI,VALLE DEL CAUCA,1962,2,13,401774,MUJER,SIN INFORMACIÓN,CIVIL,VIVA,,3.4144143046,-76.5215651508
360341,70823,SAN JOSE DE TOLUVIEJO,SUCRE,1962,3,28,401775,MUJER,SIN INFORMACIÓN,CIVIL,VIVA,JUVENTUD (18-28 AÑOS),9.5397526182,-75.4182395716
360341,70823,SAN JOSE DE TOLUVIEJO,SUCRE,1962,3,28,401776,MUJER,SIN INFORMACIÓN,CIVIL,VIVA,ADOLESCENCIA (12-17 AÑOS),9.5397526182,-75.4182395716
360343,70823,SAN JOSE DE TOLUVIEJO,SUCRE,1962,3,28,401777,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),9.4518446994,-75.4408217694
360343,70823,SAN JOSE DE TOLUVIEJO,SUCRE,1962,3,28,401778,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),9.4518446994,-75.4408217694
360345,05607,RETIRO,ANTIOQUIA,1962,7,5,401779,MUJER,SIN INFORMACIÓN,CIVIL,VIVA,ADOLESCENCIA (12-17 AÑOS),6.0633799539,-75.5013751615
360350,73200,COELLO,TOLIMA,1963,2,8,401780,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,,4.2872755495,-74.8984643478
360350,73200,COELLO,TOLIMA,1963,2,8,401781,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,,4.2872755495,-74.8984643478
360350,73200,COELLO,TOLIMA,1963,2,8,401782,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,,4.2872755495,-74.8984643478
360350,73200,COELLO,TOLIMA,1963,2,8,401783,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,,4.2872755495,-74.8984643478
360350,73200,COELLO,TOLIMA,1963,2,8,401784,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,,4.2872755495,-74.8984643478
360351,27615,RIOSUCIO,CHOCO,1964,4,17,401785,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,,7.4366315522,-77.1131095942
360352,73555,PLANADAS,TOLIMA,1965,5,25,401786,MUJER,CAMPESINO,CIVIL,VIVA,,3.1976614695,-75.6439614722
360352,73555,PLANADAS,TOLIMA,1965,5,25,401787,MUJER,CAMPESINO,CIVIL,VIVA,ADOLESCENCIA (12-17 AÑOS),3.1976614695,-75.6439614722
360354,73236,DOLORES,TOLIMA,1965,7,26,401788,MUJER,SIN INFORMACIÓN,CIVIL,VIVA,,3.5390360027,-74.8968447533
360355,18001,FLORENCIA,CAQUETA,1965,9,28,401789,MUJER,SIN INFORMACIÓN,CIVIL,VIVA,,1.6179229304,-75.6085604324
360355,18001,FLORENCIA,CAQUETA,1965,9,28,401790,MUJER,SIN INFORMACIÓN,CIVIL,VIVA,,1.6179229304,-75.6085604324
360357,73624,ROVIRA,TOLIMA,1965,12,6,762617,SIN INFORMACION,SIN INFORMACIÓN,CIVIL,VIVA,,4.1603883135,-75.3640869207
360358,05002,ABEJORRAL,ANTIOQUIA,1966,11,16,401792,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,INFANCIA (6-11 AÑOS),5.7893044854,-75.4287380971
360359,86568,PUERTO ASIS,PUTUMAYO,1968,1,1,401793,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,,0.5050467219,-76.4972728472
360360,20001,VALLEDUPAR,CESAR,1968,2,8,401794,MUJER,SIN INFORMACIÓN,CIVIL,VIVA,INFANCIA (6-11 AÑOS),10.4604812152,-73.259389309
360361,05790,TARAZA,ANTIOQUIA,1971,1,1,401795,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,INFANCIA (6-11 AÑOS),7.5801208146,-75.4014059617
360362,18592,PUERTO RICO,CAQUETA,1973,0,0,401796,MUJER,SIN INFORMACIÓN,CIVIL,VIVA,JUVENTUD (18-28 AÑOS),2.2400776293,-75.1143749243
360363,66001,PEREIRA,RISARALDA,1974,1,1,401797,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),4.805680265,-75.7171230555
360364,68121,CABRERA,SANTANDER,1975,1,1,401798,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),6.5922608018,-73.2465028955
360365,25290,FUSAGASUGA,CUNDINAMARCA,1976,5,11,401799,HOMBRE,SIN INFORMACIÓN,CIVIL,MUERTA,ADOLESCENCIA (12-17 AÑOS),4.3384808505,-74.3663339328
360366,11001,"BOGOTA, D.C.","BOGOTA, D. C.",1976,5,17,401800,HOMBRE,PROFESIONAL,CIVIL,VIVA,,4.6501730303,-74.1073590032
360367,05607,RETIRO,ANTIOQUIA,1977,2,18,401801,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,,6.0633799539,-75.5013751615
360368,13001,CARTAGENA DE INDIAS,BOLIVAR,1977,3,29,401802,MUJER,CAMPESINO,CIVIL,VIVA,,10.3849855226,-75.496431028
360368,13001,CARTAGENA DE INDIAS,BOLIVAR,1977,3,29,401803,MUJER,CAMPESINO,CIVIL,VIVA,ADOLESCENCIA (12-17 AÑOS),10.3849855226,-75.496431028
360370,18592,PUERTO RICO,CAQUETA,1977,11,21,401804,HOMBRE,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,,1.9089350729,-75.1574887391
360371,73622,RONCESVALLES,TOLIMA,1978,2,15,401805,MUJER,EMPLEADO,CIVIL,VIVA,,4.0115977598,-75.6060023252
360372,00000,SIN INFORMACION,SIN INFORMACION,1978,3,14,401806,HOMBRE,PROFESIONAL,COMBATIENTE,VIVA,,4.0,-72.0
360373,05837,TURBO,ANTIOQUIA,1978,10,30,401807,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,,8.089116411,-76.7291584376
360374,05001,MEDELLIN,ANTIOQUIA,1978,11,20,401808,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,,6.246715564,-75.581713332
360375,68720,SANTA HELENA DEL OPON,SANTANDER,1979,5,13,401809,MUJER,CAMPESINO,CIVIL,DESCONOCIDA,,6.3396453498,-73.6167932693
360376,15572,PUERTO BOYACA,BOYACA,1979,10,17,401810,HOMBRE,CAMPESINO,CIVIL,MUERTA,JUVENTUD (18-28 AÑOS),5.9779349517,-74.5879991859
360377,23580,PUERTO LIBERTADOR,CORDOBA,1980,1,1,401811,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),7.8888348148,-75.6717997497
360378,52678,SAMANIEGO,NARIÑO,1980,5,1,401812,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),1.3353518786,-77.5944571324
360379,73443,SAN SEBASTIAN DE MARIQUITA,TOLIMA,1980,5,13,401813,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),5.1996911832,-74.8892948197
360380,73000,SIN INFORMACION,TOLIMA,1981,0,0,401814,MUJER,ESTUDIANTE,CIVIL,VIVA,ADOLESCENCIA (12-17 AÑOS),5.3008119038,-72.0
360381,70124,CAIMITO,SUCRE,1981,5,17,401815,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),8.7893239336,-75.1171408174
360382,68271,FLORIAN,SANTANDER,1981,9,20,401816,MUJER,SIN INFORMACIÓN,CIVIL,VIVA,ADOLESCENCIA (12-17 AÑOS),5.8046663683,-73.9714230675
360383,11001,"BOGOTA, D.C.","BOGOTA, D. C.",1982,1,1,401817,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,,4.6501730303,-74.1073590032
360384,41396,LA PLATA,HUILA,1982,1,10,401818,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),2.3896466941,-75.8914513146
360385,68397,LA PAZ,SANTANDER,1982,3,0,401819,MUJER,SIN INFORMACIÓN,CIVIL,MUERTA,,6.1785093258,-73.5895900302
360387,20228,CURUMANI,CESAR,1982,5,29,401821,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,INFANCIA (6-11 AÑOS),9.2018105922,-73.5409865164
360388,19100,BOLIVAR,CAUCA,1982,10,1,401822,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,INFANCIA (6-11 AÑOS),1.8374164035,-76.9663120354
360389,19256,EL TAMBO,CAUCA,1983,1,1,401823,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,INFANCIA (6-11 AÑOS),2.4513713597,-76.8107722487
360391,68190,CIMITARRA,SANTANDER,1984,1,12,401825,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),6.3206818675,-73.9525821232
360392,52540,POLICARPA,NARIÑO,1984,11,22,401826,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,INFANCIA (6-11 AÑOS),1.6281387198,-77.4592653857
360393,19693,SAN SEBASTIAN,CAUCA,1985,1,1,401827,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,PRIMERA INFANCIA (0-5 AÑOS),1.8383738874,-76.7693316013
360394,20011,AGUACHICA,CESAR,1985,1,1,401828,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,INFANCIA (6-11 AÑOS),8.3103369584,-73.599028585
360395,05652,SAN FRANCISCO,ANTIOQUIA,1985,1,1,401829,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),5.9640791312,-75.1026869656
360396,68689,SAN VICENTE DE CHUCURI,SANTANDER,1985,1,1,401830,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,,6.8803829351,-73.4110239344
360397,50350,LA MACARENA,META,1985,1,1,401831,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,INFANCIA (6-11 AÑOS),2.1782142699,-73.7870688164
360398,52378,LA CRUZ,NARIÑO,1985,1,1,401832,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),1.6013393141,-76.9705317398
360399,25386,LA MESA,CUNDINAMARCA,1985,1,1,401833,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,PRIMERA INFANCIA (0-5 AÑOS),4.631044239,-74.4615447441
360400,54206,CONVENCION,NORTE DE SANTANDER,1985,1,1,401834,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),8.4703689333,-73.3372084478
360401,20710,SAN ALBERTO,CESAR,1985,1,1,401835,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,,7.76082642,-73.394225336
360402,68307,GIRON,SANTANDER,1985,1,1,401836,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),7.0727751091,-73.1682558736
360404,13244,EL CARMEN DE BOLIVAR,BOLIVAR,1985,1,1,401838,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,INFANCIA (6-11 AÑOS),9.7185798645,-75.1212157328
360405,76275,FLORIDA,VALLE DEL CAUCA,1985,1,1,401839,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),3.3239181063,-76.2345017444
360406,41530,PALESTINA,HUILA,1985,1,1,401840,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),1.7234441812,-76.1331223473
360407,05361,ITUANGO,ANTIOQUIA,1985,1,1,401841,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,INFANCIA (6-11 AÑOS),7.17162903,-75.7646731654
360409,19397,LA VEGA,CAUCA,1985,1,1,401843,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),2.0011092235,-76.7788973014
360410,81300,FORTUL,ARAUCA,1985,1,3,401844,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),6.7970757527,-71.7685577959
360412,05490,NECOCLI,ANTIOQUIA,1985,1,5,401846,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),8.4261359835,-76.7845744975
360413,15572,PUERTO BOYACA,BOYACA,1985,1,9,401847,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,INFANCIA (6-11 AÑOS),5.9779349517,-74.5879991859
360414,05660,SAN LUIS,ANTIOQUIA,1985,1,15,401848,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),6.042983285,-74.993641001
360415,18256,EL PAUJIL,CAQUETA,1985,1,17,401849,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),1.5703732827,-75.3261234569
360416,05425,MACEO,ANTIOQUIA,1985,1,25,401850,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),6.5521169129,-74.7871614805
360418,05055,ARGELIA,ANTIOQUIA,1985,1,26,401852,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),5.7306718788,-75.1417414563
360419,81065,ARAUQUITA,ARAUCA,1985,1,28,401853,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),7.0269814147,-71.426751178
360420,86568,PUERTO ASIS,PUTUMAYO,1985,2,1,401854,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),0.5050467219,-76.4972728472
360421,05665,SAN PEDRO DE URABA,ANTIOQUIA,1985,2,15,401855,HOMBRE,SIN INFORMACIÓN,CIVIL,MUERTA,JUVENTUD (18-28 AÑOS),8.2768866641,-76.380577886
360422,05001,MEDELLIN,ANTIOQUIA,1985,2,20,401856,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),6.246715564,-75.581713332
360423,19075,BALBOA,CAUCA,1985,2,20,401857,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),2.0404787683,-77.2158981426
360424,66572,PUEBLO RICO,RISARALDA,1985,2,25,401858,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),5.2219121036,-76.0306681462
360425,05250,EL BAGRE,ANTIOQUIA,1985,2,25,401859,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),7.5975217942,-74.799097289
360426,05250,EL BAGRE,ANTIOQUIA,1985,3,1,401860,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),7.5975217942,-74.799097289
360427,81736,SARAVENA,ARAUCA,1985,3,1,401861,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),6.9538595698,-71.8723334257
360428,05837,TURBO,ANTIOQUIA,1985,3,1,401862,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),8.089116411,-76.7291584376
360429,05604,REMEDIOS,ANTIOQUIA,1985,3,10,401863,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),7.0260940527,-74.695944258
360430,50313,GRANADA,META,1985,3,20,401864,HOMBRE,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),3.5466947237,-73.7057153275
360431,05055,ARGELIA,ANTIOQUIA,1985,3,25,401865,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),5.7306718788,-75.1417414563
360432,85325,SAN LUIS DE PALENQUE,CASANARE,1985,4,1,401866,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),5.4208870712,-71.7329250601
360433,23555,PLANETA RICA,CORDOBA,1985,4,1,401867,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),8.4082025621,-75.5832429853
360434,47288,FUNDACION,MAGDALENA,1985,4,15,401868,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),10.5140924032,-74.1913434578
360435,19100,BOLIVAR,CAUCA,1985,4,19,401869,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),1.8374164035,-76.9663120354
360436,85263,PORE,CASANARE,1985,5,2,401870,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),5.727729878,-71.9928596014
360437,44001,RIOHACHA,LA GUAJIRA,1985,5,4,401871,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),11.5287513839,-72.911488911
360438,05040,ANORI,ANTIOQUIA,1985,5,14,401872,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),7.0747076685,-75.1483484246
360439,05045,APARTADO,ANTIOQUIA,1985,5,18,401873,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),7.8834174058,-76.6259606537
360440,05579,PUERTO BERRIO,ANTIOQUIA,1985,5,18,401874,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,INFANCIA (6-11 AÑOS),6.4870411404,-74.4099455275
360441,73067,ATACO,TOLIMA,1985,5,20,401875,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),3.5906357374,-75.382534257
360442,20001,VALLEDUPAR,CESAR,1985,5,25,401876,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),10.4604812152,-73.259389309
360443,63130,CALARCA,QUINDIO,1985,6,1,401877,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,PRIMERA INFANCIA (0-5 AÑOS),4.515281846,-75.6490883624
360444,76109,BUENAVENTURA,VALLE DEL CAUCA,1985,6,1,401878,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),3.8758024367,-77.0117402003
360446,05667,SAN RAFAEL,ANTIOQUIA,1985,6,14,401880,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),6.2937548758,-75.0279838158
360447,05425,MACEO,ANTIOQUIA,1985,6,15,401881,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),6.5521169129,-74.7871614805
360448,05480,MUTATA,ANTIOQUIA,1985,6,16,401882,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),7.2428750572,-76.4358754017
360449,05093,BETULIA,ANTIOQUIA,1985,6,25,401883,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),6.1152555943,-75.9845158732
360451,05154,CAUCASIA,ANTIOQUIA,1985,6,30,401885,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),7.9773623332,-75.1982903265
360452,50577,PUERTO LLERAS,META,1985,7,1,401886,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,INFANCIA (6-11 AÑOS),3.2697324386,-73.3737434266
360453,86865,VALLE DEL GUAMUEZ,PUTUMAYO,1985,7,6,401887,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,INFANCIA (6-11 AÑOS),0.4239040926,-76.905968795
360454,13160,CANTAGALLO,BOLIVAR,1985,7,10,401888,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),7.3783156005,-73.9146502355
360455,05837,TURBO,ANTIOQUIA,1985,7,12,401889,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),8.089116411,-76.7291584376
360456,18150,CARTAGENA DEL CHAIRA,CAQUETA,1985,7,13,401890,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),1.3351349549,-74.8471983686
360457,17174,CHINCHINA,CALDAS,1985,7,15,401891,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),4.985812862,-75.6074807289
360458,52051,ARBOLEDA,NARIÑO,1985,7,30,401892,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),1.503536564,-77.1353988936
360459,68689,SAN VICENTE DE CHUCURI,SANTANDER,1985,8,20,401893,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),6.8803829351,-73.4110239344
360460,19100,BOLIVAR,CAUCA,1985,8,25,401894,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),1.8374164035,-76.9663120354
360461,05051,ARBOLETES,ANTIOQUIA,1985,8,27,401895,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),8.8505677343,-76.4270567981
360462,05045,APARTADO,ANTIOQUIA,1985,9,1,401896,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),7.8834174058,-76.6259606537
360463,19110,BUENOS AIRES,CAUCA,1985,9,5,401897,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),3.0154268296,-76.6422805942
360464,19110,BUENOS AIRES,CAUCA,1985,9,5,401898,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),3.0154268296,-76.6422805942
360465,68235,EL CARMEN DE CHUCURI,SANTANDER,1985,9,15,401899,HOMBRE,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,INFANCIA (6-11 AÑOS),6.6979114506,-73.5112677449
360467,85010,AGUAZUL,CASANARE,1985,10,1,401901,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),5.1726907655,-72.5463002643
360468,23682,SAN JOSE DE URE,CORDOBA,1985,10,24,401902,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),7.7871851499,-75.5331329003
360469,76364,JAMUNDI,VALLE DEL CAUCA,1985,10,25,401903,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),3.2622757602,-76.5424587285
360470,18610,SAN JOSE DEL FRAGUA,CAQUETA,1985,11,1,401904,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),1.3319484797,-75.9735381035
360471,05490,NECOCLI,ANTIOQUIA,1985,11,14,401905,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),8.4261359835,-76.7845744975
360472,76109,BUENAVENTURA,VALLE DEL CAUCA,1985,11,15,401906,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),3.8758024367,-77.0117402003
360473,19256,EL TAMBO,CAUCA,1985,11,16,401907,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),2.4513713597,-76.8107722487
360474,23162,CERETE,CORDOBA,1985,11,18,401908,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),8.8886118124,-75.7962165157
360476,05250,EL BAGRE,ANTIOQUIA,1985,12,2,401910,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),7.5975217942,-74.799097289
360477,41668,SAN AGUSTIN,HUILA,1985,12,5,401911,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),1.8810812984,-76.2703596812
360478,05837,TURBO,ANTIOQUIA,1985,12,6,401912,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,,8.089116411,-76.7291584376
360479,41078,BARAYA,HUILA,1985,12,10,401913,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),3.1531985415,-75.0542702546
360480,13490,NOROSI,BOLIVAR,1985,12,15,401914,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,INFANCIA (6-11 AÑOS),8.5259807873,-74.0380591313
360481,18256,EL PAUJIL,CAQUETA,1985,12,20,401915,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),1.5703732827,-75.3261234569
360482,23807,TIERRALTA,CORDOBA,1985,12,24,401916,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,INFANCIA (6-11 AÑOS),8.1703786843,-76.0596965873
