ID_Caso,DANE,Municipio,Departamento,Anho,Mes,Dia,ID_Persona,Sexo,Ocupacion,Tipo_Victima,Estado,Edad,Latitud,Longitud
367289,44650,SAN JUAN DEL CESAR,LA GUAJIRA,2002,11,14,408723,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),10.7695786836,-73.0005932132
367290,44650,SAN JUAN DEL CESAR,LA GUAJIRA,2002,11,14,408724,HOMBRE,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),10.7695786836,-73.0005932132
367291,44650,SAN JUAN DEL CESAR,LA GUAJIRA,2002,11,14,408725,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),10.7695786836,-73.0005932132
367292,44650,SAN JUAN DEL CESAR,LA GUAJIRA,2002,11,14,408726,HOMBRE,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),10.7695786836,-73.0005932132
367293,86865,VALLE DEL GUAMUEZ,PUTUMAYO,2002,11,14,408727,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),0.4239040926,-76.905968795
367294,44650,SAN JUAN DEL CESAR,LA GUAJIRA,2002,11,14,408728,HOMBRE,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,INFANCIA (6-11 AÑOS),10.7695786836,-73.0005932132
367295,44650,SAN JUAN DEL CESAR,LA GUAJIRA,2002,11,14,408729,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),10.7695786836,-73.0005932132
367296,44650,SAN JUAN DEL CESAR,LA GUAJIRA,2002,11,14,408730,HOMBRE,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),10.7695786836,-73.0005932132
367297,44650,SAN JUAN DEL CESAR,LA GUAJIRA,2002,11,14,408731,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),10.7695786836,-73.0005932132
367298,17662,SAMANA,CALDAS,2002,11,14,408732,HOMBRE,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),5.4130863014,-74.9922577601
367299,44650,SAN JUAN DEL CESAR,LA GUAJIRA,2002,11,14,408733,HOMBRE,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),10.7695786836,-73.0005932132
367300,13654,SAN JACINTO,BOLIVAR,2002,11,15,408734,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),9.8302190728,-75.1210888007
367302,05674,SAN VICENTE FERRER,ANTIOQUIA,2002,11,15,408736,HOMBRE,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),6.2821558517,-75.3326138129
367303,13683,SANTA ROSA,BOLIVAR,2002,11,15,408737,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),10.4443960805,-75.369831664
367304,47555,PLATO,MAGDALENA,2002,11,15,408738,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,,9.7967698684,-74.7846828554
367305,05837,TURBO,ANTIOQUIA,2002,11,15,408739,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),8.089116411,-76.7291584376
367306,18001,FLORENCIA,CAQUETA,2002,11,15,408740,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),1.6179229304,-75.6085604324
367307,54670,SAN CALIXTO,NORTE DE SANTANDER,2002,11,16,408741,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),8.4001518896,-73.2060526939
367308,73563,PRADO,TOLIMA,2002,11,16,408742,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),3.7510132345,-74.9274555686
367309,05313,GRANADA,ANTIOQUIA,2002,11,17,408743,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),6.1428966666,-75.1844450829
367310,54874,VILLA DEL ROSARIO,NORTE DE SANTANDER,2002,11,17,408744,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),7.8474874315,-72.4700673416
367311,05411,LIBORINA,ANTIOQUIA,2002,11,17,408745,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),6.6773230534,-75.8128322684
367312,44650,SAN JUAN DEL CESAR,LA GUAJIRA,2002,11,17,408746,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),10.7695786836,-73.0005932132
367313,18205,CURILLO,CAQUETA,2002,11,18,408747,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),1.0334737476,-75.9192043462
367314,86865,VALLE DEL GUAMUEZ,PUTUMAYO,2002,11,19,408748,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),0.4239040926,-76.905968795
367315,19532,PATIA,CAUCA,2002,11,19,408749,MUJER,SIN INFORMACIÓN,CIVIL,MUERTA,,2.1156702266,-76.980978593
367316,47001,SANTA MARTA,MAGDALENA,2002,11,19,408750,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),11.2294335041,-74.1908941206
367317,68081,BARRANCABERMEJA,SANTANDER,2002,11,19,408751,HOMBRE,OBRERO,CIVIL,MUERTA,ADOLESCENCIA (12-17 AÑOS),7.064963864,-73.8499569753
367318,52540,POLICARPA,NARIÑO,2002,11,20,408752,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),1.6281387198,-77.4592653857
367319,54250,EL TARRA,NORTE DE SANTANDER,2002,11,20,408753,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,INFANCIA (6-11 AÑOS),8.576771365,-73.0948459237
367320,73283,FRESNO,TOLIMA,2002,11,20,408754,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),5.153638261,-75.0356271476
367321,23417,LORICA,CORDOBA,2002,11,20,408755,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),9.2408551426,-75.8159953999
367322,05001,MEDELLIN,ANTIOQUIA,2002,11,20,408756,MUJER,SIN INFORMACIÓN,CIVIL,MUERTA,ADOLESCENCIA (12-17 AÑOS),6.246715564,-75.581713332
367323,17867,VICTORIA,CALDAS,2002,11,22,408757,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),5.3174202002,-74.9111530426
367324,05001,MEDELLIN,ANTIOQUIA,2002,11,22,408758,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),6.246715564,-75.581713332
367325,05001,MEDELLIN,ANTIOQUIA,2002,11,23,408759,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),6.246715564,-75.581713332
367326,52621,ROBERTO PAYAN,NARIÑO,2002,11,23,408760,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),1.6977447677,-78.2456625248
367327,47745,SITIONUEVO,MAGDALENA,2002,11,23,408761,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),10.7754096368,-74.7201692105
367328,47555,PLATO,MAGDALENA,2002,11,24,408762,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),9.7967698684,-74.7846828554
367329,54800,TEORAMA,NORTE DE SANTANDER,2002,11,24,408763,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),8.4363773379,-73.2874092881
367330,20400,LA JAGUA DE IBIRICO,CESAR,2002,11,25,408764,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),9.5638873004,-73.3342279147
367331,85410,TAURAMENA,CASANARE,2002,11,25,408765,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),5.0192052597,-72.7472519157
367332,47058,ARIGUANI,MAGDALENA,2002,11,25,408766,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),9.8470570758,-74.2364988872
367333,18610,SAN JOSE DEL FRAGUA,CAQUETA,2002,11,25,408767,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),1.3319484797,-75.9735381035
367334,13248,EL GUAMO,BOLIVAR,2002,11,25,408768,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),10.0309129767,-74.976113566
367335,15572,PUERTO BOYACA,BOYACA,2002,11,25,408769,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),5.9779349517,-74.5879991859
367336,86865,VALLE DEL GUAMUEZ,PUTUMAYO,2002,11,25,408770,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),0.4239040926,-76.905968795
367337,41298,GARZON,HUILA,2002,11,25,408771,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),2.196994421,-75.6276937365
367338,54800,TEORAMA,NORTE DE SANTANDER,2002,11,25,408772,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),8.4363773379,-73.2874092881
367339,47001,SANTA MARTA,MAGDALENA,2002,11,25,408773,HOMBRE,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),11.2294335041,-74.1908941206
367340,05649,SAN CARLOS,ANTIOQUIA,2002,11,26,408774,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,,6.1879915689,-74.9879525625
367341,47030,ALGARROBO,MAGDALENA,2002,11,27,408775,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),10.1880388607,-74.0611324498
367342,54670,SAN CALIXTO,NORTE DE SANTANDER,2002,11,28,408776,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),8.4001518896,-73.2060526939
367343,25535,PASCA,CUNDINAMARCA,2002,11,28,408777,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),4.3098544118,-74.3054599341
367344,17513,PACORA,CALDAS,2002,11,28,408778,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),5.5271717331,-75.4596212622
367345,13894,ZAMBRANO,BOLIVAR,2002,11,29,408779,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),9.7469139004,-74.8138396019
367346,85225,NUNCHIA,CASANARE,2002,11,30,408780,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),5.6366625968,-72.195071042
367347,47053,ARACATACA,MAGDALENA,2002,11,30,408781,HOMBRE,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),10.589800014,-74.1867628365
367348,54498,OCANA,NORTE DE SANTANDER,2002,12,1,408782,HOMBRE,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,PRIMERA INFANCIA (0-5 AÑOS),8.2474537916,-73.3558144029
367349,19100,BOLIVAR,CAUCA,2002,12,1,408783,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),1.8374164035,-76.9663120354
367351,85410,TAURAMENA,CASANARE,2002,12,1,408785,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),5.0192052597,-72.7472519157
367352,73563,PRADO,TOLIMA,2002,12,1,408786,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),3.7510132345,-74.9274555686
367353,17541,PENSILVANIA,CALDAS,2002,12,1,408787,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),5.3832805942,-75.1602985189
367354,54498,OCANA,NORTE DE SANTANDER,2002,12,1,408788,HOMBRE,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,,8.2474537916,-73.3558144029
367355,05361,ITUANGO,ANTIOQUIA,2002,12,1,408789,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),7.17162903,-75.7646731654
367356,05055,ARGELIA,ANTIOQUIA,2002,12,1,408790,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),5.7306718788,-75.1417414563
367357,73870,VILLAHERMOSA,TOLIMA,2002,12,1,408791,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),5.030452282,-75.1177291017
367358,47053,ARACATACA,MAGDALENA,2002,12,1,408792,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,PERSONA MAYOR (60 AÑOS O MAS),10.589800014,-74.1867628365
367359,27025,ALTO BAUDO,CHOCO,2002,12,2,408793,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),5.5163098689,-76.974399188
367360,17662,SAMANA,CALDAS,2002,12,2,408794,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),5.4130863014,-74.9922577601
367361,54800,TEORAMA,NORTE DE SANTANDER,2002,12,2,408795,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),8.4363773379,-73.2874092881
367362,05631,SABANETA,ANTIOQUIA,2002,12,3,763108,MUJER,SIN INFORMACIÓN,CIVIL,VIVA,,6.1509701809,-75.6155852932
367363,44874,VILLANUEVA,LA GUAJIRA,2002,12,4,408797,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),10.6088116901,-72.9776227799
367364,25168,CHAGUANI,CUNDINAMARCA,2002,12,4,408798,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),4.9489158269,-74.5934552918
367365,11001,"BOGOTA, D.C.","BOGOTA, D. C.",2002,12,4,408799,HOMBRE,SIN INFORMACIÓN,CIVIL,MUERTA,,4.6501730303,-74.1073590032
367365,11001,"BOGOTA, D.C.","BOGOTA, D. C.",2002,12,4,408800,HOMBRE,SIN INFORMACIÓN,CIVIL,MUERTA,,4.6501730303,-74.1073590032
367365,11001,"BOGOTA, D.C.","BOGOTA, D. C.",2002,12,4,408801,SIN INFORMACION,SIN INFORMACIÓN,CIVIL,MUERTA,,4.6501730303,-74.1073590032
367368,54206,CONVENCION,NORTE DE SANTANDER,2002,12,5,408802,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),8.4703689333,-73.3372084478
367369,47555,PLATO,MAGDALENA,2002,12,7,408803,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),9.7967698684,-74.7846828554
367370,47745,SITIONUEVO,MAGDALENA,2002,12,7,408804,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),10.7754096368,-74.7201692105
367371,25394,LA PALMA,CUNDINAMARCA,2002,12,7,408805,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),5.3588167107,-74.3910201655
367373,18479,MORELIA,CAQUETA,2002,12,8,408807,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),1.4876233688,-75.724581403
367374,52540,POLICARPA,NARIÑO,2002,12,8,408808,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),1.6281387198,-77.4592653857
367375,47053,ARACATACA,MAGDALENA,2002,12,8,408809,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),10.589800014,-74.1867628365
367376,44874,VILLANUEVA,LA GUAJIRA,2002,12,8,408810,HOMBRE,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),10.6088116901,-72.9776227799
367377,47980,ZONA BANANERA,MAGDALENA,2002,12,3,408811,MUJER,SIN INFORMACIÓN,CIVIL,VIVA,ADULTEZ (29-59 AÑOS),10.7630268185,-74.140081844
367378,86865,VALLE DEL GUAMUEZ,PUTUMAYO,2002,12,8,408812,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),0.4239040926,-76.905968795
367379,47555,PLATO,MAGDALENA,2002,12,9,408813,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),9.7967698684,-74.7846828554
367380,47555,PLATO,MAGDALENA,2002,12,9,408814,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),9.7967698684,-74.7846828554
367381,50450,PUERTO CONCORDIA,META,2002,12,9,408815,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),2.6230821528,-72.7600475939
367382,70713,SAN ONOFRE,SUCRE,2002,12,9,408816,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),9.7369320138,-75.5230306988
367384,18610,SAN JOSE DEL FRAGUA,CAQUETA,2002,12,10,408818,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),1.3319484797,-75.9735381035
367385,17662,SAMANA,CALDAS,2002,12,11,408819,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),5.4130863014,-74.9922577601
367386,13810,TIQUISIO,BOLIVAR,2002,12,12,408820,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),8.557741117,-74.2635468827
367387,54800,TEORAMA,NORTE DE SANTANDER,2002,12,12,408821,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),8.4363773379,-73.2874092881
367388,13894,ZAMBRANO,BOLIVAR,2002,12,12,408822,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),9.7469139004,-74.8138396019
367389,20060,BOSCONIA,CESAR,2002,12,12,408823,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,INFANCIA (6-11 AÑOS),9.9750947004,-73.8887676643
367390,47268,EL RETEN,MAGDALENA,2002,12,12,408824,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),10.6106676606,-74.2684560983
367391,54810,TIBU,NORTE DE SANTANDER,2002,12,12,408825,HOMBRE,TRABAJADOR DE FINCA,CIVIL,MUERTA,ADULTEZ (29-59 AÑOS),8.6395488525,-72.7359186314
367392,05652,SAN FRANCISCO,ANTIOQUIA,2002,12,15,408826,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),5.9640791312,-75.1026869656
367394,19100,BOLIVAR,CAUCA,2002,12,15,408828,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),1.8374164035,-76.9663120354
367395,05604,REMEDIOS,ANTIOQUIA,2002,12,15,408829,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,INFANCIA (6-11 AÑOS),7.0260940527,-74.695944258
367396,05652,SAN FRANCISCO,ANTIOQUIA,2002,12,15,408830,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),5.9640791312,-75.1026869656
367397,47551,PIVIJAY,MAGDALENA,2002,12,15,408831,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),10.4606932421,-74.6135179463
367398,44650,SAN JUAN DEL CESAR,LA GUAJIRA,2002,12,15,408832,HOMBRE,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),10.7695786836,-73.0005932132
367399,70230,CHALAN,SUCRE,2002,12,15,408833,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),9.5453516237,-75.3126963135
367400,05604,REMEDIOS,ANTIOQUIA,2002,12,15,408834,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),7.0260940527,-74.695944258
367401,81736,SARAVENA,ARAUCA,2002,12,16,408835,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,,6.9538595698,-71.8723334257
367402,81736,SARAVENA,ARAUCA,2002,12,16,408836,MUJER,SIN INFORMACIÓN,CIVIL,VIVA,,6.9538595698,-71.8723334257
367403,18094,BELEN DE LOS ANDAQUIES,CAQUETA,2002,12,16,408837,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,INFANCIA (6-11 AÑOS),1.4157864456,-75.8724739494
367404,18785,SOLITA,CAQUETA,2002,12,16,408838,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),0.8766680033,-75.6197340907
367405,19392,LA SIERRA,CAUCA,2002,12,16,408839,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),2.1793224055,-76.7632090797
367406,68655,SABANA DE TORRES,SANTANDER,2002,12,16,408840,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),7.3919119442,-73.4990501608
367407,18029,ALBANIA,CAQUETA,2002,12,16,408841,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),1.3285220879,-75.878370537
367408,05001,MEDELLIN,ANTIOQUIA,2002,12,16,408842,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),6.246715564,-75.581713332
367409,50251,EL CASTILLO,META,2002,12,17,408843,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),3.5638340194,-73.7940127553
367410,05490,NECOCLI,ANTIOQUIA,2002,12,17,408844,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),8.4261359835,-76.7845744975
367411,05819,TOLEDO,ANTIOQUIA,2002,12,17,408845,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),7.010154029,-75.6914424126
367412,47001,SANTA MARTA,MAGDALENA,2002,12,18,408846,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,PERSONA MAYOR (60 AÑOS O MAS),11.2294335041,-74.1908941206
367413,47555,PLATO,MAGDALENA,2002,12,20,408847,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),9.7967698684,-74.7846828554
367414,52540,POLICARPA,NARIÑO,2002,12,20,408848,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),1.6281387198,-77.4592653857
367415,52694,SAN PEDRO DE CARTAGO,NARIÑO,2002,12,20,408849,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),1.5516588442,-77.1191974964
367417,47030,ALGARROBO,MAGDALENA,2002,12,22,408851,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),10.1880388607,-74.0611324498
367418,86865,VALLE DEL GUAMUEZ,PUTUMAYO,2002,12,22,408852,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),0.4239040926,-76.905968795
367419,86865,VALLE DEL GUAMUEZ,PUTUMAYO,2002,12,22,408853,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),0.4239040926,-76.905968795
367420,47555,PLATO,MAGDALENA,2002,12,22,408854,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),9.7967698684,-74.7846828554
367421,47245,EL BANCO,MAGDALENA,2002,12,22,408855,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),9.0087330089,-73.9742812074
367422,18610,SAN JOSE DEL FRAGUA,CAQUETA,2002,12,23,408856,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),1.3319484797,-75.9735381035
367423,05197,COCORNA,ANTIOQUIA,2002,12,23,408857,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),6.0583063351,-75.185481011
367425,13442,MARIA LA BAJA,BOLIVAR,2002,12,23,408859,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),9.9826455171,-75.3007593485
367426,05400,LA UNION,ANTIOQUIA,2002,12,23,408860,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),5.9738682183,-75.3608659043
367427,05425,MACEO,ANTIOQUIA,2002,12,23,408861,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),6.5521169129,-74.7871614805
367428,00000,SIN INFORMACION,SIN INFORMACION,2002,12,23,408862,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),4.0,-72.0
367429,05088,BELLO,ANTIOQUIA,2002,12,23,408863,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),6.3340688364,-75.554665073
367431,50001,VILLAVICENCIO,META,2002,12,24,408865,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADULTEZ (29-59 AÑOS),4.1238614996,-73.6270920374
367432,47555,PLATO,MAGDALENA,2002,12,24,408866,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),9.7967698684,-74.7846828554
367433,00000,SIN INFORMACION,SIN INFORMACION,2002,12,24,408867,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),4.0,-72.0
367434,13001,CARTAGENA DE INDIAS,BOLIVAR,2002,12,24,408868,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,JUVENTUD (18-28 AÑOS),10.3849855226,-75.496431028
367435,05847,URRAO,ANTIOQUIA,2002,12,24,408869,MUJER,SIN INFORMACIÓN,CIVIL,DESCONOCIDA,ADOLESCENCIA (12-17 AÑOS),6.317319591,-76.133948666
